timestep,value,energy,concentration,equation
1,142333.0,1.00kT,10µM,ED
2,92429.0,1.00kT,10µM,ED
3,72216.0,1.00kT,10µM,ED
4,58183.0,1.00kT,10µM,ED
5,46558.0,1.00kT,10µM,ED
6,37829.0,1.00kT,10µM,ED
7,30887.0,1.00kT,10µM,ED
8,25188.0,1.00kT,10µM,ED
9,20340.0,1.00kT,10µM,ED
10,16951.0,1.00kT,10µM,ED
11,13944.0,1.00kT,10µM,ED
12,11495.0,1.00kT,10µM,ED
13,9609.0,1.00kT,10µM,ED
14,8143.0,1.00kT,10µM,ED
15,6648.0,1.00kT,10µM,ED
16,5529.0,1.00kT,10µM,ED
17,4731.0,1.00kT,10µM,ED
18,4111.0,1.00kT,10µM,ED
19,3434.0,1.00kT,10µM,ED
20,2948.0,1.00kT,10µM,ED
21,2376.0,1.00kT,10µM,ED
22,2143.0,1.00kT,10µM,ED
23,1777.0,1.00kT,10µM,ED
24,1630.0,1.00kT,10µM,ED
25,1404.0,1.00kT,10µM,ED
26,1170.0,1.00kT,10µM,ED
27,978.0,1.00kT,10µM,ED
28,943.0,1.00kT,10µM,ED
29,761.0,1.00kT,10µM,ED
30,737.0,1.00kT,10µM,ED
31,641.0,1.00kT,10µM,ED
32,497.0,1.00kT,10µM,ED
33,439.0,1.00kT,10µM,ED
34,362.0,1.00kT,10µM,ED
35,356.0,1.00kT,10µM,ED
36,343.0,1.00kT,10µM,ED
37,280.0,1.00kT,10µM,ED
38,261.0,1.00kT,10µM,ED
39,226.0,1.00kT,10µM,ED
40,177.0,1.00kT,10µM,ED
41,168.0,1.00kT,10µM,ED
42,155.0,1.00kT,10µM,ED
43,126.0,1.00kT,10µM,ED
44,113.0,1.00kT,10µM,ED
45,111.0,1.00kT,10µM,ED
46,106.0,1.00kT,10µM,ED
47,78.0,1.00kT,10µM,ED
48,68.0,1.00kT,10µM,ED
49,55.0,1.00kT,10µM,ED
51,56.0,1.00kT,10µM,ED
53,35.0,1.00kT,10µM,ED
54,30.0,1.00kT,10µM,ED
56,34.0,1.00kT,10µM,ED
60,28.0,1.00kT,10µM,ED
61,21.0,1.00kT,10µM,ED
64,14.0,1.00kT,10µM,ED
65,13.0,1.00kT,10µM,ED
66,12.0,1.00kT,10µM,ED
69,6.0,1.00kT,10µM,ED
72,8.0,1.00kT,10µM,ED
74,7.0,1.00kT,10µM,ED
82,2.0,1.00kT,10µM,ED
83,3.0,1.00kT,10µM,ED
93,1.0,1.00kT,10µM,ED
1,261598.0,1.00kT,20µM,ED
2,164720.0,1.00kT,20µM,ED
3,128329.0,1.00kT,20µM,ED
4,102797.0,1.00kT,20µM,ED
5,83068.0,1.00kT,20µM,ED
6,67549.0,1.00kT,20µM,ED
7,55417.0,1.00kT,20µM,ED
8,45476.0,1.00kT,20µM,ED
9,37653.0,1.00kT,20µM,ED
10,31655.0,1.00kT,20µM,ED
11,26325.0,1.00kT,20µM,ED
12,22348.0,1.00kT,20µM,ED
13,18479.0,1.00kT,20µM,ED
14,15691.0,1.00kT,20µM,ED
15,13587.0,1.00kT,20µM,ED
16,11739.0,1.00kT,20µM,ED
17,9792.0,1.00kT,20µM,ED
18,8608.0,1.00kT,20µM,ED
19,7311.0,1.00kT,20µM,ED
20,6302.0,1.00kT,20µM,ED
21,5544.0,1.00kT,20µM,ED
22,4884.0,1.00kT,20µM,ED
23,4226.0,1.00kT,20µM,ED
24,3825.0,1.00kT,20µM,ED
25,3324.0,1.00kT,20µM,ED
26,3001.0,1.00kT,20µM,ED
27,2479.0,1.00kT,20µM,ED
28,2256.0,1.00kT,20µM,ED
29,1971.0,1.00kT,20µM,ED
30,1805.0,1.00kT,20µM,ED
31,1610.0,1.00kT,20µM,ED
32,1418.0,1.00kT,20µM,ED
33,1258.0,1.00kT,20µM,ED
34,1128.0,1.00kT,20µM,ED
35,983.0,1.00kT,20µM,ED
36,894.0,1.00kT,20µM,ED
37,805.0,1.00kT,20µM,ED
38,703.0,1.00kT,20µM,ED
39,621.0,1.00kT,20µM,ED
40,639.0,1.00kT,20µM,ED
41,490.0,1.00kT,20µM,ED
42,523.0,1.00kT,20µM,ED
43,384.0,1.00kT,20µM,ED
44,389.0,1.00kT,20µM,ED
45,358.0,1.00kT,20µM,ED
46,297.0,1.00kT,20µM,ED
47,270.0,1.00kT,20µM,ED
48,249.0,1.00kT,20µM,ED
49,245.0,1.00kT,20µM,ED
50,186.0,1.00kT,20µM,ED
51,196.0,1.00kT,20µM,ED
52,151.0,1.00kT,20µM,ED
53,139.0,1.00kT,20µM,ED
54,119.0,1.00kT,20µM,ED
55,124.0,1.00kT,20µM,ED
56,80.0,1.00kT,20µM,ED
57,104.0,1.00kT,20µM,ED
58,95.0,1.00kT,20µM,ED
59,64.0,1.00kT,20µM,ED
60,66.0,1.00kT,20µM,ED
61,68.0,1.00kT,20µM,ED
62,49.0,1.00kT,20µM,ED
63,39.0,1.00kT,20µM,ED
64,40.0,1.00kT,20µM,ED
65,48.0,1.00kT,20µM,ED
66,47.0,1.00kT,20µM,ED
67,37.0,1.00kT,20µM,ED
68,35.0,1.00kT,20µM,ED
69,42.0,1.00kT,20µM,ED
70,29.0,1.00kT,20µM,ED
72,28.0,1.00kT,20µM,ED
73,23.0,1.00kT,20µM,ED
74,24.0,1.00kT,20µM,ED
75,15.0,1.00kT,20µM,ED
76,9.0,1.00kT,20µM,ED
78,13.0,1.00kT,20µM,ED
80,14.0,1.00kT,20µM,ED
83,18.0,1.00kT,20µM,ED
85,6.0,1.00kT,20µM,ED
88,5.0,1.00kT,20µM,ED
91,7.0,1.00kT,20µM,ED
93,4.0,1.00kT,20µM,ED
98,3.0,1.00kT,20µM,ED
99,2.0,1.00kT,20µM,ED
113,1.0,1.00kT,20µM,ED
1,506462.0,1.00kT,40µM,ED
2,286792.0,1.00kT,40µM,ED
3,219653.0,1.00kT,40µM,ED
4,176594.0,1.00kT,40µM,ED
5,142351.0,1.00kT,40µM,ED
6,116448.0,1.00kT,40µM,ED
7,96162.0,1.00kT,40µM,ED
8,80132.0,1.00kT,40µM,ED
9,66604.0,1.00kT,40µM,ED
10,56210.0,1.00kT,40µM,ED
11,47805.0,1.00kT,40µM,ED
12,40632.0,1.00kT,40µM,ED
13,34654.0,1.00kT,40µM,ED
14,29958.0,1.00kT,40µM,ED
15,26042.0,1.00kT,40µM,ED
16,22392.0,1.00kT,40µM,ED
17,19515.0,1.00kT,40µM,ED
18,17120.0,1.00kT,40µM,ED
19,14878.0,1.00kT,40µM,ED
20,12942.0,1.00kT,40µM,ED
21,11644.0,1.00kT,40µM,ED
22,10116.0,1.00kT,40µM,ED
23,9102.0,1.00kT,40µM,ED
24,7960.0,1.00kT,40µM,ED
25,7257.0,1.00kT,40µM,ED
26,6136.0,1.00kT,40µM,ED
27,5521.0,1.00kT,40µM,ED
28,5168.0,1.00kT,40µM,ED
29,4533.0,1.00kT,40µM,ED
30,4064.0,1.00kT,40µM,ED
31,3584.0,1.00kT,40µM,ED
32,3282.0,1.00kT,40µM,ED
33,2923.0,1.00kT,40µM,ED
34,2588.0,1.00kT,40µM,ED
35,2324.0,1.00kT,40µM,ED
36,2064.0,1.00kT,40µM,ED
37,1913.0,1.00kT,40µM,ED
38,1691.0,1.00kT,40µM,ED
39,1542.0,1.00kT,40µM,ED
40,1355.0,1.00kT,40µM,ED
41,1269.0,1.00kT,40µM,ED
42,1201.0,1.00kT,40µM,ED
43,967.0,1.00kT,40µM,ED
44,929.0,1.00kT,40µM,ED
45,857.0,1.00kT,40µM,ED
46,732.0,1.00kT,40µM,ED
47,643.0,1.00kT,40µM,ED
48,630.0,1.00kT,40µM,ED
49,522.0,1.00kT,40µM,ED
50,470.0,1.00kT,40µM,ED
51,479.0,1.00kT,40µM,ED
52,447.0,1.00kT,40µM,ED
53,387.0,1.00kT,40µM,ED
54,371.0,1.00kT,40µM,ED
55,328.0,1.00kT,40µM,ED
56,304.0,1.00kT,40µM,ED
57,272.0,1.00kT,40µM,ED
58,237.0,1.00kT,40µM,ED
59,219.0,1.00kT,40µM,ED
60,186.0,1.00kT,40µM,ED
61,187.0,1.00kT,40µM,ED
62,149.0,1.00kT,40µM,ED
63,142.0,1.00kT,40µM,ED
64,132.0,1.00kT,40µM,ED
65,134.0,1.00kT,40µM,ED
66,114.0,1.00kT,40µM,ED
67,98.0,1.00kT,40µM,ED
68,84.0,1.00kT,40µM,ED
69,85.0,1.00kT,40µM,ED
70,74.0,1.00kT,40µM,ED
71,72.0,1.00kT,40µM,ED
72,69.0,1.00kT,40µM,ED
73,75.0,1.00kT,40µM,ED
74,60.0,1.00kT,40µM,ED
75,40.0,1.00kT,40µM,ED
76,53.0,1.00kT,40µM,ED
77,46.0,1.00kT,40µM,ED
78,37.0,1.00kT,40µM,ED
79,31.0,1.00kT,40µM,ED
81,32.0,1.00kT,40µM,ED
82,28.0,1.00kT,40µM,ED
83,24.0,1.00kT,40µM,ED
84,22.0,1.00kT,40µM,ED
85,25.0,1.00kT,40µM,ED
89,12.0,1.00kT,40µM,ED
90,15.0,1.00kT,40µM,ED
93,13.0,1.00kT,40µM,ED
97,8.0,1.00kT,40µM,ED
101,6.0,1.00kT,40µM,ED
108,3.0,1.00kT,40µM,ED
110,2.0,1.00kT,40µM,ED
111,4.0,1.00kT,40µM,ED
133,1.0,1.00kT,40µM,ED
1,827412.0,1.00kT,60µM,ED
2,411299.0,1.00kT,60µM,ED
3,307051.0,1.00kT,60µM,ED
4,243013.0,1.00kT,60µM,ED
5,195746.0,1.00kT,60µM,ED
6,158961.0,1.00kT,60µM,ED
7,131469.0,1.00kT,60µM,ED
8,108455.0,1.00kT,60µM,ED
9,90144.0,1.00kT,60µM,ED
10,76410.0,1.00kT,60µM,ED
11,64971.0,1.00kT,60µM,ED
12,54914.0,1.00kT,60µM,ED
13,47221.0,1.00kT,60µM,ED
14,40356.0,1.00kT,60µM,ED
15,34922.0,1.00kT,60µM,ED
16,29942.0,1.00kT,60µM,ED
17,26120.0,1.00kT,60µM,ED
18,22647.0,1.00kT,60µM,ED
19,19974.0,1.00kT,60µM,ED
20,17496.0,1.00kT,60µM,ED
21,15405.0,1.00kT,60µM,ED
22,13499.0,1.00kT,60µM,ED
23,12133.0,1.00kT,60µM,ED
24,10517.0,1.00kT,60µM,ED
25,9486.0,1.00kT,60µM,ED
26,8344.0,1.00kT,60µM,ED
27,7300.0,1.00kT,60µM,ED
28,6688.0,1.00kT,60µM,ED
29,5689.0,1.00kT,60µM,ED
30,5164.0,1.00kT,60µM,ED
31,4580.0,1.00kT,60µM,ED
32,4068.0,1.00kT,60µM,ED
33,3684.0,1.00kT,60µM,ED
34,3381.0,1.00kT,60µM,ED
35,2905.0,1.00kT,60µM,ED
36,2643.0,1.00kT,60µM,ED
37,2451.0,1.00kT,60µM,ED
38,2086.0,1.00kT,60µM,ED
39,1976.0,1.00kT,60µM,ED
40,1687.0,1.00kT,60µM,ED
41,1480.0,1.00kT,60µM,ED
42,1371.0,1.00kT,60µM,ED
43,1153.0,1.00kT,60µM,ED
44,1059.0,1.00kT,60µM,ED
45,1028.0,1.00kT,60µM,ED
46,954.0,1.00kT,60µM,ED
47,806.0,1.00kT,60µM,ED
48,701.0,1.00kT,60µM,ED
49,651.0,1.00kT,60µM,ED
50,564.0,1.00kT,60µM,ED
51,551.0,1.00kT,60µM,ED
52,474.0,1.00kT,60µM,ED
53,463.0,1.00kT,60µM,ED
54,388.0,1.00kT,60µM,ED
55,347.0,1.00kT,60µM,ED
56,313.0,1.00kT,60µM,ED
57,281.0,1.00kT,60µM,ED
58,241.0,1.00kT,60µM,ED
59,250.0,1.00kT,60µM,ED
60,219.0,1.00kT,60µM,ED
61,155.0,1.00kT,60µM,ED
62,171.0,1.00kT,60µM,ED
63,148.0,1.00kT,60µM,ED
64,163.0,1.00kT,60µM,ED
65,130.0,1.00kT,60µM,ED
66,133.0,1.00kT,60µM,ED
67,101.0,1.00kT,60µM,ED
68,97.0,1.00kT,60µM,ED
69,77.0,1.00kT,60µM,ED
70,88.0,1.00kT,60µM,ED
71,76.0,1.00kT,60µM,ED
72,47.0,1.00kT,60µM,ED
73,64.0,1.00kT,60µM,ED
74,58.0,1.00kT,60µM,ED
75,51.0,1.00kT,60µM,ED
76,43.0,1.00kT,60µM,ED
77,40.0,1.00kT,60µM,ED
78,41.0,1.00kT,60µM,ED
79,25.0,1.00kT,60µM,ED
80,28.0,1.00kT,60µM,ED
81,26.0,1.00kT,60µM,ED
82,33.0,1.00kT,60µM,ED
83,29.0,1.00kT,60µM,ED
85,23.0,1.00kT,60µM,ED
87,17.0,1.00kT,60µM,ED
90,10.0,1.00kT,60µM,ED
91,16.0,1.00kT,60µM,ED
93,11.0,1.00kT,60µM,ED
95,6.0,1.00kT,60µM,ED
98,9.0,1.00kT,60µM,ED
102,4.0,1.00kT,60µM,ED
104,5.0,1.00kT,60µM,ED
106,3.0,1.00kT,60µM,ED
114,2.0,1.00kT,60µM,ED
122,1.0,1.00kT,60µM,ED
1,158876.0,2.80kT,10µM,ED
2,110901.0,2.80kT,10µM,ED
3,82092.0,2.80kT,10µM,ED
4,62063.0,2.80kT,10µM,ED
5,48120.0,2.80kT,10µM,ED
6,37656.0,2.80kT,10µM,ED
7,30381.0,2.80kT,10µM,ED
8,24822.0,2.80kT,10µM,ED
9,20475.0,2.80kT,10µM,ED
10,16897.0,2.80kT,10µM,ED
11,14046.0,2.80kT,10µM,ED
12,11897.0,2.80kT,10µM,ED
13,9982.0,2.80kT,10µM,ED
14,8443.0,2.80kT,10µM,ED
15,7213.0,2.80kT,10µM,ED
16,6159.0,2.80kT,10µM,ED
17,5402.0,2.80kT,10µM,ED
18,4781.0,2.80kT,10µM,ED
19,3891.0,2.80kT,10µM,ED
20,3513.0,2.80kT,10µM,ED
21,2971.0,2.80kT,10µM,ED
22,2611.0,2.80kT,10µM,ED
23,2313.0,2.80kT,10µM,ED
24,2102.0,2.80kT,10µM,ED
25,1811.0,2.80kT,10µM,ED
26,1549.0,2.80kT,10µM,ED
27,1372.0,2.80kT,10µM,ED
28,1244.0,2.80kT,10µM,ED
29,1103.0,2.80kT,10µM,ED
30,1018.0,2.80kT,10µM,ED
31,829.0,2.80kT,10µM,ED
32,738.0,2.80kT,10µM,ED
33,711.0,2.80kT,10µM,ED
34,673.0,2.80kT,10µM,ED
35,546.0,2.80kT,10µM,ED
36,536.0,2.80kT,10µM,ED
37,451.0,2.80kT,10µM,ED
38,423.0,2.80kT,10µM,ED
39,339.0,2.80kT,10µM,ED
40,317.0,2.80kT,10µM,ED
41,325.0,2.80kT,10µM,ED
42,274.0,2.80kT,10µM,ED
43,220.0,2.80kT,10µM,ED
44,219.0,2.80kT,10µM,ED
45,212.0,2.80kT,10µM,ED
46,195.0,2.80kT,10µM,ED
47,149.0,2.80kT,10µM,ED
48,148.0,2.80kT,10µM,ED
49,166.0,2.80kT,10µM,ED
50,120.0,2.80kT,10µM,ED
51,115.0,2.80kT,10µM,ED
52,102.0,2.80kT,10µM,ED
53,104.0,2.80kT,10µM,ED
54,93.0,2.80kT,10µM,ED
55,82.0,2.80kT,10µM,ED
56,76.0,2.80kT,10µM,ED
58,75.0,2.80kT,10µM,ED
59,66.0,2.80kT,10µM,ED
61,52.0,2.80kT,10µM,ED
62,51.0,2.80kT,10µM,ED
63,38.0,2.80kT,10µM,ED
64,40.0,2.80kT,10µM,ED
66,34.0,2.80kT,10µM,ED
67,35.0,2.80kT,10µM,ED
69,29.0,2.80kT,10µM,ED
70,24.0,2.80kT,10µM,ED
71,23.0,2.80kT,10µM,ED
72,21.0,2.80kT,10µM,ED
74,12.0,2.80kT,10µM,ED
75,20.0,2.80kT,10µM,ED
76,15.0,2.80kT,10µM,ED
77,17.0,2.80kT,10µM,ED
78,16.0,2.80kT,10µM,ED
79,8.0,2.80kT,10µM,ED
80,14.0,2.80kT,10µM,ED
85,7.0,2.80kT,10µM,ED
89,6.0,2.80kT,10µM,ED
103,4.0,2.80kT,10µM,ED
106,2.0,2.80kT,10µM,ED
126,1.0,2.80kT,10µM,ED
1,255617.0,2.80kT,20µM,ED
2,178297.0,2.80kT,20µM,ED
3,131264.0,2.80kT,20µM,ED
4,99084.0,2.80kT,20µM,ED
5,77052.0,2.80kT,20µM,ED
6,61615.0,2.80kT,20µM,ED
7,50383.0,2.80kT,20µM,ED
8,41285.0,2.80kT,20µM,ED
9,34626.0,2.80kT,20µM,ED
10,29311.0,2.80kT,20µM,ED
11,25024.0,2.80kT,20µM,ED
12,21564.0,2.80kT,20µM,ED
13,18474.0,2.80kT,20µM,ED
14,16212.0,2.80kT,20µM,ED
15,14146.0,2.80kT,20µM,ED
16,12397.0,2.80kT,20µM,ED
17,11091.0,2.80kT,20µM,ED
18,9693.0,2.80kT,20µM,ED
19,8813.0,2.80kT,20µM,ED
20,7787.0,2.80kT,20µM,ED
21,7058.0,2.80kT,20µM,ED
22,6330.0,2.80kT,20µM,ED
23,5659.0,2.80kT,20µM,ED
24,5119.0,2.80kT,20µM,ED
25,4638.0,2.80kT,20µM,ED
26,4229.0,2.80kT,20µM,ED
27,3876.0,2.80kT,20µM,ED
28,3457.0,2.80kT,20µM,ED
29,3308.0,2.80kT,20µM,ED
30,2846.0,2.80kT,20µM,ED
31,2711.0,2.80kT,20µM,ED
32,2523.0,2.80kT,20µM,ED
33,2267.0,2.80kT,20µM,ED
34,2115.0,2.80kT,20µM,ED
35,1912.0,2.80kT,20µM,ED
36,1758.0,2.80kT,20µM,ED
37,1605.0,2.80kT,20µM,ED
38,1575.0,2.80kT,20µM,ED
39,1416.0,2.80kT,20µM,ED
40,1306.0,2.80kT,20µM,ED
41,1218.0,2.80kT,20µM,ED
42,1093.0,2.80kT,20µM,ED
43,1030.0,2.80kT,20µM,ED
44,955.0,2.80kT,20µM,ED
45,891.0,2.80kT,20µM,ED
46,830.0,2.80kT,20µM,ED
47,777.0,2.80kT,20µM,ED
48,680.0,2.80kT,20µM,ED
49,641.0,2.80kT,20µM,ED
50,629.0,2.80kT,20µM,ED
51,598.0,2.80kT,20µM,ED
52,517.0,2.80kT,20µM,ED
53,492.0,2.80kT,20µM,ED
54,470.0,2.80kT,20µM,ED
55,420.0,2.80kT,20µM,ED
56,407.0,2.80kT,20µM,ED
57,373.0,2.80kT,20µM,ED
58,367.0,2.80kT,20µM,ED
59,319.0,2.80kT,20µM,ED
60,320.0,2.80kT,20µM,ED
61,279.0,2.80kT,20µM,ED
62,267.0,2.80kT,20µM,ED
63,247.0,2.80kT,20µM,ED
64,241.0,2.80kT,20µM,ED
65,224.0,2.80kT,20µM,ED
66,220.0,2.80kT,20µM,ED
67,201.0,2.80kT,20µM,ED
68,179.0,2.80kT,20µM,ED
69,181.0,2.80kT,20µM,ED
71,150.0,2.80kT,20µM,ED
72,132.0,2.80kT,20µM,ED
73,135.0,2.80kT,20µM,ED
74,116.0,2.80kT,20µM,ED
75,127.0,2.80kT,20µM,ED
76,120.0,2.80kT,20µM,ED
77,101.0,2.80kT,20µM,ED
78,100.0,2.80kT,20µM,ED
79,93.0,2.80kT,20µM,ED
80,86.0,2.80kT,20µM,ED
82,78.0,2.80kT,20µM,ED
83,84.0,2.80kT,20µM,ED
85,66.0,2.80kT,20µM,ED
86,52.0,2.80kT,20µM,ED
88,62.0,2.80kT,20µM,ED
90,48.0,2.80kT,20µM,ED
93,42.0,2.80kT,20µM,ED
97,30.0,2.80kT,20µM,ED
98,26.0,2.80kT,20µM,ED
101,25.0,2.80kT,20µM,ED
102,21.0,2.80kT,20µM,ED
103,23.0,2.80kT,20µM,ED
104,27.0,2.80kT,20µM,ED
108,19.0,2.80kT,20µM,ED
109,17.0,2.80kT,20µM,ED
111,16.0,2.80kT,20µM,ED
115,15.0,2.80kT,20µM,ED
116,10.0,2.80kT,20µM,ED
119,12.0,2.80kT,20µM,ED
124,9.0,2.80kT,20µM,ED
131,6.0,2.80kT,20µM,ED
135,5.0,2.80kT,20µM,ED
137,3.0,2.80kT,20µM,ED
148,2.0,2.80kT,20µM,ED
158,1.0,2.80kT,20µM,ED
1,387030.0,2.80kT,40µM,ED
2,268098.0,2.80kT,40µM,ED
3,194687.0,2.80kT,40µM,ED
4,147051.0,2.80kT,40µM,ED
5,115167.0,2.80kT,40µM,ED
6,92873.0,2.80kT,40µM,ED
7,76253.0,2.80kT,40µM,ED
8,63664.0,2.80kT,40µM,ED
9,54775.0,2.80kT,40µM,ED
10,46962.0,2.80kT,40µM,ED
11,41267.0,2.80kT,40µM,ED
12,36194.0,2.80kT,40µM,ED
13,32561.0,2.80kT,40µM,ED
14,29062.0,2.80kT,40µM,ED
15,26404.0,2.80kT,40µM,ED
16,23361.0,2.80kT,40µM,ED
17,21274.0,2.80kT,40µM,ED
18,19729.0,2.80kT,40µM,ED
19,17651.0,2.80kT,40µM,ED
20,16433.0,2.80kT,40µM,ED
21,15041.0,2.80kT,40µM,ED
22,13808.0,2.80kT,40µM,ED
23,13017.0,2.80kT,40µM,ED
24,11650.0,2.80kT,40µM,ED
25,10991.0,2.80kT,40µM,ED
26,10213.0,2.80kT,40µM,ED
27,9592.0,2.80kT,40µM,ED
28,8879.0,2.80kT,40µM,ED
29,8461.0,2.80kT,40µM,ED
30,7802.0,2.80kT,40µM,ED
31,7290.0,2.80kT,40µM,ED
32,6691.0,2.80kT,40µM,ED
33,6377.0,2.80kT,40µM,ED
34,5893.0,2.80kT,40µM,ED
35,5486.0,2.80kT,40µM,ED
36,5184.0,2.80kT,40µM,ED
37,4842.0,2.80kT,40µM,ED
38,4446.0,2.80kT,40µM,ED
39,4209.0,2.80kT,40µM,ED
40,4000.0,2.80kT,40µM,ED
41,3724.0,2.80kT,40µM,ED
42,3455.0,2.80kT,40µM,ED
43,3399.0,2.80kT,40µM,ED
44,3025.0,2.80kT,40µM,ED
45,2883.0,2.80kT,40µM,ED
46,2763.0,2.80kT,40µM,ED
47,2552.0,2.80kT,40µM,ED
48,2444.0,2.80kT,40µM,ED
49,2253.0,2.80kT,40µM,ED
50,2126.0,2.80kT,40µM,ED
51,1994.0,2.80kT,40µM,ED
52,1844.0,2.80kT,40µM,ED
53,1843.0,2.80kT,40µM,ED
54,1684.0,2.80kT,40µM,ED
55,1599.0,2.80kT,40µM,ED
56,1445.0,2.80kT,40µM,ED
57,1366.0,2.80kT,40µM,ED
58,1291.0,2.80kT,40µM,ED
59,1199.0,2.80kT,40µM,ED
60,1141.0,2.80kT,40µM,ED
61,1174.0,2.80kT,40µM,ED
62,1008.0,2.80kT,40µM,ED
