timestep,value,energy,concentration,equation
63,946.0,2.80kT,40µM,ED
64,930.0,2.80kT,40µM,ED
65,869.0,2.80kT,40µM,ED
66,850.0,2.80kT,40µM,ED
67,797.0,2.80kT,40µM,ED
68,728.0,2.80kT,40µM,ED
69,694.0,2.80kT,40µM,ED
70,654.0,2.80kT,40µM,ED
71,643.0,2.80kT,40µM,ED
72,560.0,2.80kT,40µM,ED
73,592.0,2.80kT,40µM,ED
74,485.0,2.80kT,40µM,ED
75,530.0,2.80kT,40µM,ED
76,465.0,2.80kT,40µM,ED
77,446.0,2.80kT,40µM,ED
78,425.0,2.80kT,40µM,ED
79,406.0,2.80kT,40µM,ED
80,365.0,2.80kT,40µM,ED
81,325.0,2.80kT,40µM,ED
82,292.0,2.80kT,40µM,ED
83,316.0,2.80kT,40µM,ED
84,311.0,2.80kT,40µM,ED
85,256.0,2.80kT,40µM,ED
86,242.0,2.80kT,40µM,ED
87,214.0,2.80kT,40µM,ED
88,207.0,2.80kT,40µM,ED
89,211.0,2.80kT,40µM,ED
90,226.0,2.80kT,40µM,ED
91,194.0,2.80kT,40µM,ED
92,178.0,2.80kT,40µM,ED
93,154.0,2.80kT,40µM,ED
94,169.0,2.80kT,40µM,ED
95,156.0,2.80kT,40µM,ED
96,146.0,2.80kT,40µM,ED
97,152.0,2.80kT,40µM,ED
98,126.0,2.80kT,40µM,ED
99,125.0,2.80kT,40µM,ED
100,119.0,2.80kT,40µM,ED
101,108.0,2.80kT,40µM,ED
102,103.0,2.80kT,40µM,ED
103,102.0,2.80kT,40µM,ED
104,99.0,2.80kT,40µM,ED
106,96.0,2.80kT,40µM,ED
107,101.0,2.80kT,40µM,ED
108,64.0,2.80kT,40µM,ED
109,67.0,2.80kT,40µM,ED
111,60.0,2.80kT,40µM,ED
112,56.0,2.80kT,40µM,ED
114,62.0,2.80kT,40µM,ED
115,53.0,2.80kT,40µM,ED
116,51.0,2.80kT,40µM,ED
118,39.0,2.80kT,40µM,ED
120,37.0,2.80kT,40µM,ED
122,27.0,2.80kT,40µM,ED
123,33.0,2.80kT,40µM,ED
124,28.0,2.80kT,40µM,ED
126,21.0,2.80kT,40µM,ED
127,26.0,2.80kT,40µM,ED
129,30.0,2.80kT,40µM,ED
132,18.0,2.80kT,40µM,ED
133,20.0,2.80kT,40µM,ED
136,24.0,2.80kT,40µM,ED
141,14.0,2.80kT,40µM,ED
142,7.0,2.80kT,40µM,ED
144,12.0,2.80kT,40µM,ED
152,9.0,2.80kT,40µM,ED
155,10.0,2.80kT,40µM,ED
156,6.0,2.80kT,40µM,ED
158,4.0,2.80kT,40µM,ED
159,8.0,2.80kT,40µM,ED
163,3.0,2.80kT,40µM,ED
177,2.0,2.80kT,40µM,ED
188,1.0,2.80kT,40µM,ED
1,528478.0,2.80kT,60µM,ED
2,365155.0,2.80kT,60µM,ED
3,263706.0,2.80kT,60µM,ED
4,199968.0,2.80kT,60µM,ED
5,156237.0,2.80kT,60µM,ED
6,125238.0,2.80kT,60µM,ED
7,102795.0,2.80kT,60µM,ED
8,87704.0,2.80kT,60µM,ED
9,75008.0,2.80kT,60µM,ED
10,65220.0,2.80kT,60µM,ED
11,57586.0,2.80kT,60µM,ED
12,51146.0,2.80kT,60µM,ED
13,46030.0,2.80kT,60µM,ED
14,41443.0,2.80kT,60µM,ED
15,37874.0,2.80kT,60µM,ED
16,34752.0,2.80kT,60µM,ED
17,31809.0,2.80kT,60µM,ED
18,28812.0,2.80kT,60µM,ED
19,26845.0,2.80kT,60µM,ED
20,24970.0,2.80kT,60µM,ED
21,23199.0,2.80kT,60µM,ED
22,21355.0,2.80kT,60µM,ED
23,19958.0,2.80kT,60µM,ED
24,18731.0,2.80kT,60µM,ED
25,17232.0,2.80kT,60µM,ED
26,16146.0,2.80kT,60µM,ED
27,15106.0,2.80kT,60µM,ED
28,14155.0,2.80kT,60µM,ED
29,13237.0,2.80kT,60µM,ED
30,12471.0,2.80kT,60µM,ED
31,11581.0,2.80kT,60µM,ED
32,10938.0,2.80kT,60µM,ED
33,10257.0,2.80kT,60µM,ED
34,9405.0,2.80kT,60µM,ED
35,8824.0,2.80kT,60µM,ED
36,8487.0,2.80kT,60µM,ED
37,7798.0,2.80kT,60µM,ED
38,7436.0,2.80kT,60µM,ED
39,6774.0,2.80kT,60µM,ED
40,6525.0,2.80kT,60µM,ED
41,5956.0,2.80kT,60µM,ED
42,5769.0,2.80kT,60µM,ED
43,5396.0,2.80kT,60µM,ED
44,5016.0,2.80kT,60µM,ED
45,4754.0,2.80kT,60µM,ED
46,4569.0,2.80kT,60µM,ED
47,4373.0,2.80kT,60µM,ED
48,3939.0,2.80kT,60µM,ED
49,3782.0,2.80kT,60µM,ED
50,3640.0,2.80kT,60µM,ED
51,3315.0,2.80kT,60µM,ED
52,3136.0,2.80kT,60µM,ED
53,3011.0,2.80kT,60µM,ED
54,2751.0,2.80kT,60µM,ED
55,2644.0,2.80kT,60µM,ED
56,2450.0,2.80kT,60µM,ED
57,2240.0,2.80kT,60µM,ED
58,2267.0,2.80kT,60µM,ED
59,2111.0,2.80kT,60µM,ED
60,1981.0,2.80kT,60µM,ED
61,1814.0,2.80kT,60µM,ED
62,1732.0,2.80kT,60µM,ED
63,1659.0,2.80kT,60µM,ED
64,1548.0,2.80kT,60µM,ED
65,1420.0,2.80kT,60µM,ED
66,1359.0,2.80kT,60µM,ED
67,1274.0,2.80kT,60µM,ED
68,1256.0,2.80kT,60µM,ED
69,1128.0,2.80kT,60µM,ED
70,1068.0,2.80kT,60µM,ED
71,1017.0,2.80kT,60µM,ED
72,962.0,2.80kT,60µM,ED
73,880.0,2.80kT,60µM,ED
74,839.0,2.80kT,60µM,ED
75,783.0,2.80kT,60µM,ED
76,802.0,2.80kT,60µM,ED
77,700.0,2.80kT,60µM,ED
78,649.0,2.80kT,60µM,ED
79,661.0,2.80kT,60µM,ED
80,621.0,2.80kT,60µM,ED
81,531.0,2.80kT,60µM,ED
82,497.0,2.80kT,60µM,ED
83,514.0,2.80kT,60µM,ED
84,488.0,2.80kT,60µM,ED
85,464.0,2.80kT,60µM,ED
86,422.0,2.80kT,60µM,ED
87,417.0,2.80kT,60µM,ED
88,372.0,2.80kT,60µM,ED
90,322.0,2.80kT,60µM,ED
91,329.0,2.80kT,60µM,ED
92,284.0,2.80kT,60µM,ED
93,302.0,2.80kT,60µM,ED
94,266.0,2.80kT,60µM,ED
95,260.0,2.80kT,60µM,ED
96,221.0,2.80kT,60µM,ED
97,230.0,2.80kT,60µM,ED
98,216.0,2.80kT,60µM,ED
99,222.0,2.80kT,60µM,ED
100,189.0,2.80kT,60µM,ED
101,146.0,2.80kT,60µM,ED
102,176.0,2.80kT,60µM,ED
103,177.0,2.80kT,60µM,ED
104,159.0,2.80kT,60µM,ED
105,173.0,2.80kT,60µM,ED
106,131.0,2.80kT,60µM,ED
108,134.0,2.80kT,60µM,ED
110,112.0,2.80kT,60µM,ED
111,93.0,2.80kT,60µM,ED
112,99.0,2.80kT,60µM,ED
113,90.0,2.80kT,60µM,ED
114,86.0,2.80kT,60µM,ED
115,74.0,2.80kT,60µM,ED
116,72.0,2.80kT,60µM,ED
117,79.0,2.80kT,60µM,ED
118,87.0,2.80kT,60µM,ED
119,70.0,2.80kT,60µM,ED
120,57.0,2.80kT,60µM,ED
121,66.0,2.80kT,60µM,ED
122,48.0,2.80kT,60µM,ED
123,43.0,2.80kT,60µM,ED
125,42.0,2.80kT,60µM,ED
126,41.0,2.80kT,60µM,ED
127,45.0,2.80kT,60µM,ED
128,44.0,2.80kT,60µM,ED
130,40.0,2.80kT,60µM,ED
132,38.0,2.80kT,60µM,ED
133,35.0,2.80kT,60µM,ED
134,36.0,2.80kT,60µM,ED
136,27.0,2.80kT,60µM,ED
138,25.0,2.80kT,60µM,ED
139,14.0,2.80kT,60µM,ED
141,21.0,2.80kT,60µM,ED
142,17.0,2.80kT,60µM,ED
144,18.0,2.80kT,60µM,ED
146,16.0,2.80kT,60µM,ED
148,9.0,2.80kT,60µM,ED
152,12.0,2.80kT,60µM,ED
153,10.0,2.80kT,60µM,ED
174,5.0,2.80kT,60µM,ED
178,3.0,2.80kT,60µM,ED
179,2.0,2.80kT,60µM,ED
204,1.0,2.80kT,60µM,ED
1,133913.0,3.00kT,10µM,ED
2,99649.0,3.00kT,10µM,ED
3,76114.0,3.00kT,10µM,ED
4,59713.0,3.00kT,10µM,ED
5,47378.0,3.00kT,10µM,ED
6,38455.0,3.00kT,10µM,ED
7,31573.0,3.00kT,10µM,ED
8,25757.0,3.00kT,10µM,ED
9,21551.0,3.00kT,10µM,ED
10,17841.0,3.00kT,10µM,ED
11,14945.0,3.00kT,10µM,ED
12,12618.0,3.00kT,10µM,ED
13,10751.0,3.00kT,10µM,ED
14,9132.0,3.00kT,10µM,ED
15,7890.0,3.00kT,10µM,ED
16,6596.0,3.00kT,10µM,ED
17,5698.0,3.00kT,10µM,ED
18,4906.0,3.00kT,10µM,ED
19,4351.0,3.00kT,10µM,ED
20,3796.0,3.00kT,10µM,ED
21,3252.0,3.00kT,10µM,ED
22,2843.0,3.00kT,10µM,ED
23,2566.0,3.00kT,10µM,ED
24,2139.0,3.00kT,10µM,ED
25,1947.0,3.00kT,10µM,ED
26,1674.0,3.00kT,10µM,ED
27,1569.0,3.00kT,10µM,ED
28,1269.0,3.00kT,10µM,ED
29,1161.0,3.00kT,10µM,ED
30,1093.0,3.00kT,10µM,ED
31,891.0,3.00kT,10µM,ED
32,843.0,3.00kT,10µM,ED
33,765.0,3.00kT,10µM,ED
34,688.0,3.00kT,10µM,ED
35,568.0,3.00kT,10µM,ED
36,529.0,3.00kT,10µM,ED
37,471.0,3.00kT,10µM,ED
38,437.0,3.00kT,10µM,ED
39,357.0,3.00kT,10µM,ED
40,309.0,3.00kT,10µM,ED
41,316.0,3.00kT,10µM,ED
42,276.0,3.00kT,10µM,ED
43,250.0,3.00kT,10µM,ED
44,224.0,3.00kT,10µM,ED
45,184.0,3.00kT,10µM,ED
46,176.0,3.00kT,10µM,ED
47,194.0,3.00kT,10µM,ED
48,163.0,3.00kT,10µM,ED
49,149.0,3.00kT,10µM,ED
50,135.0,3.00kT,10µM,ED
51,129.0,3.00kT,10µM,ED
52,115.0,3.00kT,10µM,ED
53,103.0,3.00kT,10µM,ED
54,87.0,3.00kT,10µM,ED
55,72.0,3.00kT,10µM,ED
56,68.0,3.00kT,10µM,ED
57,80.0,3.00kT,10µM,ED
58,67.0,3.00kT,10µM,ED
59,49.0,3.00kT,10µM,ED
60,60.0,3.00kT,10µM,ED
61,43.0,3.00kT,10µM,ED
62,51.0,3.00kT,10µM,ED
63,41.0,3.00kT,10µM,ED
64,39.0,3.00kT,10µM,ED
65,36.0,3.00kT,10µM,ED
66,34.0,3.00kT,10µM,ED
67,22.0,3.00kT,10µM,ED
68,33.0,3.00kT,10µM,ED
69,28.0,3.00kT,10µM,ED
70,30.0,3.00kT,10µM,ED
71,26.0,3.00kT,10µM,ED
72,29.0,3.00kT,10µM,ED
73,14.0,3.00kT,10µM,ED
74,19.0,3.00kT,10µM,ED
76,18.0,3.00kT,10µM,ED
78,15.0,3.00kT,10µM,ED
80,12.0,3.00kT,10µM,ED
81,11.0,3.00kT,10µM,ED
84,16.0,3.00kT,10µM,ED
85,8.0,3.00kT,10µM,ED
87,10.0,3.00kT,10µM,ED
97,5.0,3.00kT,10µM,ED
105,4.0,3.00kT,10µM,ED
111,2.0,3.00kT,10µM,ED
133,1.0,3.00kT,10µM,ED
1,206111.0,3.00kT,20µM,ED
2,154194.0,3.00kT,20µM,ED
3,118622.0,3.00kT,20µM,ED
4,93352.0,3.00kT,20µM,ED
5,74593.0,3.00kT,20µM,ED
6,61085.0,3.00kT,20µM,ED
7,50760.0,3.00kT,20µM,ED
8,42062.0,3.00kT,20µM,ED
9,35647.0,3.00kT,20µM,ED
10,30444.0,3.00kT,20µM,ED
11,25892.0,3.00kT,20µM,ED
12,22149.0,3.00kT,20µM,ED
13,19267.0,3.00kT,20µM,ED
14,16920.0,3.00kT,20µM,ED
15,14680.0,3.00kT,20µM,ED
16,12991.0,3.00kT,20µM,ED
17,11286.0,3.00kT,20µM,ED
18,10295.0,3.00kT,20µM,ED
19,9008.0,3.00kT,20µM,ED
20,8141.0,3.00kT,20µM,ED
21,7260.0,3.00kT,20µM,ED
22,6609.0,3.00kT,20µM,ED
23,5837.0,3.00kT,20µM,ED
24,5281.0,3.00kT,20µM,ED
25,4982.0,3.00kT,20µM,ED
26,4452.0,3.00kT,20µM,ED
27,3994.0,3.00kT,20µM,ED
28,3718.0,3.00kT,20µM,ED
29,3359.0,3.00kT,20µM,ED
30,3231.0,3.00kT,20µM,ED
31,2932.0,3.00kT,20µM,ED
32,2672.0,3.00kT,20µM,ED
33,2458.0,3.00kT,20µM,ED
34,2267.0,3.00kT,20µM,ED
35,2082.0,3.00kT,20µM,ED
36,1947.0,3.00kT,20µM,ED
37,1800.0,3.00kT,20µM,ED
38,1694.0,3.00kT,20µM,ED
39,1507.0,3.00kT,20µM,ED
40,1390.0,3.00kT,20µM,ED
41,1379.0,3.00kT,20µM,ED
42,1256.0,3.00kT,20µM,ED
43,1131.0,3.00kT,20µM,ED
44,997.0,3.00kT,20µM,ED
45,943.0,3.00kT,20µM,ED
46,878.0,3.00kT,20µM,ED
47,832.0,3.00kT,20µM,ED
48,802.0,3.00kT,20µM,ED
49,726.0,3.00kT,20µM,ED
50,721.0,3.00kT,20µM,ED
51,644.0,3.00kT,20µM,ED
52,584.0,3.00kT,20µM,ED
53,590.0,3.00kT,20µM,ED
54,526.0,3.00kT,20µM,ED
55,498.0,3.00kT,20µM,ED
56,441.0,3.00kT,20µM,ED
57,486.0,3.00kT,20µM,ED
58,402.0,3.00kT,20µM,ED
59,364.0,3.00kT,20µM,ED
60,375.0,3.00kT,20µM,ED
61,355.0,3.00kT,20µM,ED
62,329.0,3.00kT,20µM,ED
63,296.0,3.00kT,20µM,ED
64,286.0,3.00kT,20µM,ED
65,268.0,3.00kT,20µM,ED
66,239.0,3.00kT,20µM,ED
67,228.0,3.00kT,20µM,ED
68,223.0,3.00kT,20µM,ED
70,209.0,3.00kT,20µM,ED
71,175.0,3.00kT,20µM,ED
73,141.0,3.00kT,20µM,ED
74,162.0,3.00kT,20µM,ED
75,155.0,3.00kT,20µM,ED
76,149.0,3.00kT,20µM,ED
77,135.0,3.00kT,20µM,ED
78,129.0,3.00kT,20µM,ED
79,137.0,3.00kT,20µM,ED
80,127.0,3.00kT,20µM,ED
81,93.0,3.00kT,20µM,ED
82,84.0,3.00kT,20µM,ED
83,101.0,3.00kT,20µM,ED
84,75.0,3.00kT,20µM,ED
85,95.0,3.00kT,20µM,ED
86,81.0,3.00kT,20µM,ED
87,90.0,3.00kT,20µM,ED
88,69.0,3.00kT,20µM,ED
89,87.0,3.00kT,20µM,ED
90,68.0,3.00kT,20µM,ED
91,56.0,3.00kT,20µM,ED
92,55.0,3.00kT,20µM,ED
93,60.0,3.00kT,20µM,ED
94,48.0,3.00kT,20µM,ED
95,54.0,3.00kT,20µM,ED
96,35.0,3.00kT,20µM,ED
97,42.0,3.00kT,20µM,ED
98,37.0,3.00kT,20µM,ED
100,28.0,3.00kT,20µM,ED
101,34.0,3.00kT,20µM,ED
102,44.0,3.00kT,20µM,ED
103,31.0,3.00kT,20µM,ED
104,27.0,3.00kT,20µM,ED
107,22.0,3.00kT,20µM,ED
108,26.0,3.00kT,20µM,ED
109,24.0,3.00kT,20µM,ED
111,16.0,3.00kT,20µM,ED
112,12.0,3.00kT,20µM,ED
114,21.0,3.00kT,20µM,ED
119,17.0,3.00kT,20µM,ED
120,15.0,3.00kT,20µM,ED
123,7.0,3.00kT,20µM,ED
126,11.0,3.00kT,20µM,ED
128,10.0,3.00kT,20µM,ED
129,9.0,3.00kT,20µM,ED
130,8.0,3.00kT,20µM,ED
140,5.0,3.00kT,20µM,ED
143,4.0,3.00kT,20µM,ED
149,3.0,3.00kT,20µM,ED
154,2.0,3.00kT,20µM,ED
174,1.0,3.00kT,20µM,ED
1,268032.0,3.00kT,40µM,ED
2,200927.0,3.00kT,40µM,ED
3,156803.0,3.00kT,40µM,ED
4,124746.0,3.00kT,40µM,ED
5,100769.0,3.00kT,40µM,ED
6,83217.0,3.00kT,40µM,ED
7,70483.0,3.00kT,40µM,ED
8,59875.0,3.00kT,40µM,ED
9,51551.0,3.00kT,40µM,ED
10,44937.0,3.00kT,40µM,ED
11,39259.0,3.00kT,40µM,ED
12,34732.0,3.00kT,40µM,ED
13,31219.0,3.00kT,40µM,ED
14,27842.0,3.00kT,40µM,ED
15,25131.0,3.00kT,40µM,ED
16,22806.0,3.00kT,40µM,ED
17,21098.0,3.00kT,40µM,ED
18,18974.0,3.00kT,40µM,ED
19,17410.0,3.00kT,40µM,ED
20,16195.0,3.00kT,40µM,ED
21,14946.0,3.00kT,40µM,ED
22,13727.0,3.00kT,40µM,ED
23,12752.0,3.00kT,40µM,ED
24,11919.0,3.00kT,40µM,ED
25,10960.0,3.00kT,40µM,ED
26,10417.0,3.00kT,40µM,ED
27,9773.0,3.00kT,40µM,ED
28,8993.0,3.00kT,40µM,ED
29,8537.0,3.00kT,40µM,ED
30,7922.0,3.00kT,40µM,ED
31,7490.0,3.00kT,40µM,ED
32,7075.0,3.00kT,40µM,ED
33,6665.0,3.00kT,40µM,ED
34,6138.0,3.00kT,40µM,ED
35,5935.0,3.00kT,40µM,ED
36,5506.0,3.00kT,40µM,ED
37,5282.0,3.00kT,40µM,ED
38,5078.0,3.00kT,40µM,ED
39,4710.0,3.00kT,40µM,ED
40,4414.0,3.00kT,40µM,ED
41,4115.0,3.00kT,40µM,ED
42,3928.0,3.00kT,40µM,ED
43,3905.0,3.00kT,40µM,ED
44,3547.0,3.00kT,40µM,ED
45,3272.0,3.00kT,40µM,ED
46,3198.0,3.00kT,40µM,ED
47,3007.0,3.00kT,40µM,ED
48,2805.0,3.00kT,40µM,ED
49,2754.0,3.00kT,40µM,ED
50,2459.0,3.00kT,40µM,ED
51,2451.0,3.00kT,40µM,ED
52,2195.0,3.00kT,40µM,ED
53,2125.0,3.00kT,40µM,ED
54,2082.0,3.00kT,40µM,ED
55,1930.0,3.00kT,40µM,ED
56,1814.0,3.00kT,40µM,ED
57,1760.0,3.00kT,40µM,ED
58,1697.0,3.00kT,40µM,ED
59,1573.0,3.00kT,40µM,ED
60,1549.0,3.00kT,40µM,ED
61,1414.0,3.00kT,40µM,ED
62,1322.0,3.00kT,40µM,ED
63,1249.0,3.00kT,40µM,ED
64,1227.0,3.00kT,40µM,ED
65,1201.0,3.00kT,40µM,ED
66,1113.0,3.00kT,40µM,ED
67,1016.0,3.00kT,40µM,ED
68,962.0,3.00kT,40µM,ED
69,879.0,3.00kT,40µM,ED
70,904.0,3.00kT,40µM,ED
71,876.0,3.00kT,40µM,ED
72,856.0,3.00kT,40µM,ED
73,795.0,3.00kT,40µM,ED
74,739.0,3.00kT,40µM,ED
75,699.0,3.00kT,40µM,ED
76,665.0,3.00kT,40µM,ED
77,627.0,3.00kT,40µM,ED
78,614.0,3.00kT,40µM,ED
79,543.0,3.00kT,40µM,ED
80,586.0,3.00kT,40µM,ED
81,505.0,3.00kT,40µM,ED
82,493.0,3.00kT,40µM,ED
83,450.0,3.00kT,40µM,ED
84,428.0,3.00kT,40µM,ED
85,400.0,3.00kT,40µM,ED
86,405.0,3.00kT,40µM,ED
87,366.0,3.00kT,40µM,ED
88,356.0,3.00kT,40µM,ED
89,369.0,3.00kT,40µM,ED
90,361.0,3.00kT,40µM,ED
91,310.0,3.00kT,40µM,ED
92,304.0,3.00kT,40µM,ED
94,271.0,3.00kT,40µM,ED
95,261.0,3.00kT,40µM,ED
96,253.0,3.00kT,40µM,ED
97,220.0,3.00kT,40µM,ED
98,218.0,3.00kT,40µM,ED
99,211.0,3.00kT,40µM,ED
100,186.0,3.00kT,40µM,ED
101,194.0,3.00kT,40µM,ED
102,177.0,3.00kT,40µM,ED
103,183.0,3.00kT,40µM,ED
104,173.0,3.00kT,40µM,ED
105,147.0,3.00kT,40µM,ED
106,160.0,3.00kT,40µM,ED
107,142.0,3.00kT,40µM,ED
108,134.0,3.00kT,40µM,ED
109,120.0,3.00kT,40µM,ED
110,118.0,3.00kT,40µM,ED
111,128.0,3.00kT,40µM,ED
112,111.0,3.00kT,40µM,ED
113,107.0,3.00kT,40µM,ED
114,101.0,3.00kT,40µM,ED
115,110.0,3.00kT,40µM,ED
116,96.0,3.00kT,40µM,ED
117,91.0,3.00kT,40µM,ED
118,90.0,3.00kT,40µM,ED
119,83.0,3.00kT,40µM,ED
120,75.0,3.00kT,40µM,ED
121,67.0,3.00kT,40µM,ED
122,62.0,3.00kT,40µM,ED
123,80.0,3.00kT,40µM,ED
124,78.0,3.00kT,40µM,ED
125,61.0,3.00kT,40µM,ED
126,59.0,3.00kT,40µM,ED
128,36.0,3.00kT,40µM,ED
129,52.0,3.00kT,40µM,ED
130,49.0,3.00kT,40µM,ED
131,39.0,3.00kT,40µM,ED
132,31.0,3.00kT,40µM,ED
133,46.0,3.00kT,40µM,ED
134,43.0,3.00kT,40µM,ED
135,28.0,3.00kT,40µM,ED
136,34.0,3.00kT,40µM,ED
138,40.0,3.00kT,40µM,ED
139,33.0,3.00kT,40µM,ED
140,29.0,3.00kT,40µM,ED
145,26.0,3.00kT,40µM,ED
147,23.0,3.00kT,40µM,ED
149,22.0,3.00kT,40µM,ED
150,14.0,3.00kT,40µM,ED
156,13.0,3.00kT,40µM,ED
158,16.0,3.00kT,40µM,ED
159,11.0,3.00kT,40µM,ED
160,15.0,3.00kT,40µM,ED
162,10.0,3.00kT,40µM,ED
164,12.0,3.00kT,40µM,ED
165,8.0,3.00kT,40µM,ED
172,6.0,3.00kT,40µM,ED
178,7.0,3.00kT,40µM,ED
181,5.0,3.00kT,40µM,ED
187,3.0,3.00kT,40µM,ED
208,2.0,3.00kT,40µM,ED
217,1.0,3.00kT,40µM,ED
1,302901.0,3.00kT,60µM,ED
2,229424.0,3.00kT,60µM,ED
3,179130.0,3.00kT,60µM,ED
4,144388.0,3.00kT,60µM,ED
5,118628.0,3.00kT,60µM,ED
6,98992.0,3.00kT,60µM,ED
7,84204.0,3.00kT,60µM,ED
8,72659.0,3.00kT,60µM,ED
9,63240.0,3.00kT,60µM,ED
10,56522.0,3.00kT,60µM,ED
